ph,humidity,tempC,mq135,mq7,turbidity,fish_species
8.07,58.2,30.4,172,112,238,Catfish
6.89,57.1,30.3,183,121,276,Bighead Carp
8.14,54,29.8,167,107,243,Snakehead
7.8,50.8,30.8,196,124,251,Grass Carp
7.34,56.1,28.7,172,113,224,Mrigal
7.42,50.8,26.7,169,117,218,Catfish
7.01,58.3,29.4,180,125,255,Silver Carp
8,54.6,27.6,163,110,239,Mrigal
7.53,58,28.3,172,94,203,Tilapia
7.14,52,26.1,151,115,237,Pangasius
7.69,64,28.3,178,112,233,Catfish
8.49,63.4,30.9,199,122,261,Silver Carp
7.37,52.8,29.3,158,115,190,Tilapia
8.34,55.2,26.1,182,111,217,Grass Carp
7.19,59.2,28.8,197,109,192,Rohu
6.61,51.4,27.7,193,91,260,Snakehead
6.91,55.3,28.9,161,107,287,Silver Carp
7.34,53.8,28.4,168,94,237,Mrigal
6.94,63.7,31.6,191,121,221,Bighead Carp
6.5,62.8,26.2,169,100,198,Silver Carp
8.33,58.7,30.1,186,110,288,Bighead Carp
8.19,57.8,31.1,180,111,246,Snakehead
7.98,64,31.8,184,92,272,Grass Carp
6.84,64,27.1,190,98,235,Silver Carp
6.74,64.5,29.2,170,91,247,Bighead Carp
6.64,51.9,26.3,196,117,245,Bighead Carp
7.95,52.4,29,195,123,204,Catfish
8.36,60.2,26.8,192,99,284,Silver Carp
7.36,58.1,31,162,108,250,Mrigal
6.74,50.3,26.7,188,118,205,Tilapia
7.52,50.9,29.1,176,91,235,Grass Carp
7.2,63.3,29.1,174,95,290,Mrigal
7.25,63,31.8,151,96,260,Snakehead
7.74,55.4,29.9,184,125,224,Catfish
7.94,63.4,27.7,157,97,282,Tilapia
6.72,58.9,27.4,182,108,255,Pangasius
6.57,62.1,26.8,174,99,246,Pangasius
8.49,56.4,30.5,170,122,223,Tilapia
6.97,51.7,30.1,185,126,288,Rohu
6.61,56.5,29.7,162,127,220,Snakehead
6.88,56.9,26.2,195,116,201,Mrigal
6.58,58.3,30.6,158,118,254,Bighead Carp
7.28,51.6,29.9,184,108,236,Mrigal
8.1,64.9,31.8,195,107,282,Tilapia
7.18,53.7,29.5,185,112,254,Grass Carp
7.39,53,27.8,198,90,190,Bighead Carp
7.85,57.9,28.3,196,92,268,Tilapia
7.52,58.1,27.1,193,99,256,Grass Carp
8.22,56.6,30.3,195,96,203,Snakehead
8.23,61.6,30.2,159,115,243,Common Carp
6.52,57.7,27.2,154,105,199,Common Carp
8.06,59.1,27,180,128,256,Common Carp
7.42,60.9,26.5,173,121,273,Snakehead
8.48,50.4,31.5,181,101,239,Grass Carp
7.47,58.6,27.4,198,97,289,Mrigal
8.47,63.3,28.1,198,97,280,Rohu
8.01,50.3,27.7,152,100,225,Bighead Carp
7,56.1,28.5,165,122,200,Pangasius
7.58,63.9,30.3,190,114,192,Common Carp
8.48,55.3,31.2,198,106,277,Bighead Carp
8.22,56.9,27.1,169,120,228,Grass Carp
6.69,64.7,30.1,193,108,199,Silver Carp
7.91,53,28.1,173,104,279,Tilapia
7.19,51,31.9,183,124,240,Snakehead
6.51,62.9,27.8,197,128,221,Mrigal
7.31,63,26,172,91,241,Catfish
6.97,57.1,29.1,187,123,261,Silver Carp
8.14,57.7,26.9,151,114,236,Silver Carp
7.17,62.5,26.3,190,127,202,Snakehead
8.16,61.1,30.2,154,93,256,Grass Carp
6.5,54,30.4,167,105,242,Grass Carp
7.12,50.3,28.8,199,121,242,Catfish
6.98,57.2,30.1,178,104,204,Rohu
6.97,62.9,29.2,159,103,242,Snakehead
6.64,63.4,29.8,191,104,274,Catfish
6.87,64.3,29.6,191,96,231,Tilapia
7.61,63.2,30,199,96,218,Grass Carp
7.08,58.7,27.2,165,97,236,Bighead Carp
7.33,56.7,27.6,172,108,280,Pangasius
7.25,61.6,28.6,179,107,219,Mrigal
8.25,61.1,28.7,155,106,203,Catfish
8.31,58.1,30.6,193,107,294,Catfish
7.49,51.3,28.2,185,108,268,Catfish
7.16,63.9,27,169,129,299,Mrigal
6.71,56.8,27.5,165,102,248,Tilapia
8.41,55.5,27.3,177,100,299,Silver Carp
6.62,59.4,30.4,175,96,295,Grass Carp
7.1,60.1,28.8,171,116,253,Tilapia
7.1,53.2,30.3,160,126,233,Snakehead
7.14,62.6,28.5,150,94,203,Common Carp
6.83,54.3,31.3,154,97,214,Tilapia
8.07,52.8,31.9,198,99,280,Pangasius
6.74,56.1,30,192,126,233,Tilapia
7.77,61,31.2,195,115,250,Bighead Carp
6.75,64.5,29,190,104,191,Rohu
6.64,62.1,31.6,191,105,270,Catfish
8.32,64.1,31,185,118,268,Common Carp
6.88,52.1,32,151,117,280,Tilapia
8.14,51.1,29.7,155,99,263,Common Carp
7.59,58.4,30.7,176,129,232,Bighead Carp
6.66,54.4,29.3,175,93,299,Grass Carp
8.41,62.4,27.6,184,129,198,Snakehead
6.99,60.1,28.1,162,103,250,Catfish
8.22,64.6,31.4,161,122,256,Grass Carp
6.84,53.8,26.3,167,107,213,Bighead Carp
8.21,57.3,29.5,187,101,254,Mrigal
6.53,57.5,28.2,191,99,227,Silver Carp
7.52,53.6,28.3,155,110,259,Mrigal
8.04,58.9,31.3,177,122,194,Common Carp
8.37,56.6,31.1,177,103,257,Grass Carp
8.32,56.7,29.6,174,98,256,Rohu
8.14,55.4,27.6,154,115,298,Tilapia
8.28,50.3,28.9,164,104,219,Rohu
6.9,57.8,28.4,196,110,289,Mrigal
7.07,55,28.1,193,111,276,Bighead Carp
7.08,50,26.6,158,94,251,Bighead Carp
7.25,54.6,29.3,194,105,196,Silver Carp
7.29,54.2,27.8,197,124,240,Grass Carp
7.59,55.9,30,151,94,221,Pangasius
6.82,52,27.9,198,115,296,Common Carp
7.88,57.6,28.6,158,115,263,Pangasius
6.84,60.4,26.3,175,94,290,Silver Carp
7.12,59.5,32,172,125,286,Catfish
7.51,62.1,29,177,113,215,Rohu
8.09,56.8,26.1,155,104,232,Bighead Carp
7.98,57.8,29.2,153,119,298,Common Carp
7.79,62.2,31.2,179,94,251,Snakehead
6.81,56.4,30.6,196,129,220,Catfish
7.59,60.5,30.2,167,111,283,Tilapia
6.67,56.5,26.8,179,122,212,Tilapia
7.25,56.3,29.9,176,94,253,Tilapia
7.33,61.4,30.6,193,121,282,Pangasius
6.58,52.6,29.4,180,112,261,Silver Carp
7.05,55.1,31.4,193,99,244,Common Carp
8.41,53.4,27.7,198,125,205,Silver Carp
8.41,55.4,27.5,188,106,198,Bighead Carp
7.2,53.5,31.2,179,116,193,Tilapia
6.59,58.7,29.8,186,97,272,Bighead Carp
6.86,62,26,161,129,228,Grass Carp
7.28,61.8,28.1,166,95,233,Snakehead
8.4,55.5,31.1,183,96,230,Common Carp
6.78,64.8,26.2,177,115,202,Catfish
8.03,58.9,26,153,106,265,Rohu
6.72,56,27.7,183,126,262,Grass Carp
8.46,62.5,31.5,195,112,201,Silver Carp
7.26,60.9,31.4,163,116,213,Catfish
8.05,61.2,29.1,162,129,237,Common Carp
7.19,52.9,29.3,198,108,266,Pangasius
7.76,57,28,198,116,288,Bighead Carp
6.88,62.9,27.5,199,114,221,Common Carp
6.79,57.6,30.9,152,129,227,Snakehead
8.38,60.3,26.6,170,114,267,Snakehead
8.34,58.8,28.9,165,110,255,Catfish
8.27,62.6,29.8,187,114,243,Rohu
7.75,54.3,26.6,175,96,210,Rohu
8.12,58.6,29.1,155,124,220,Mrigal
6.64,51.8,29.5,167,95,253,Mrigal
7.17,60.4,30.5,190,129,241,Rohu
7.13,61,27.4,199,104,224,Mrigal
7.77,50.6,27.8,155,113,205,Silver Carp
7.21,60.1,29.4,190,93,229,Grass Carp
6.8,56.2,31.9,199,96,279,Grass Carp
7.69,51.9,27.3,174,119,227,Grass Carp
8.13,56.3,31.9,197,106,246,Tilapia
7.26,52.9,30.3,173,127,192,Common Carp
6.76,56.2,31,179,119,226,Snakehead
6.89,55.8,26.5,172,128,289,Snakehead
6.97,61.1,27.8,194,98,291,Grass Carp
7.1,61.6,26.3,192,108,191,Catfish
7.79,59.1,28.2,157,102,275,Tilapia
7.7,50.3,31.9,198,126,192,Rohu
7.89,64,26.6,158,108,293,Tilapia
7.23,60.3,29.4,155,95,236,Silver Carp
8.15,50.5,26,182,101,295,Pangasius
6.91,62.3,30.3,182,104,279,Pangasius
7.44,53,27.2,194,92,216,Pangasius
8.1,58.7,26.8,156,93,252,Common Carp
6.86,57,28,191,126,227,Tilapia
6.72,56.3,30.6,167,127,233,Grass Carp
8.27,63.3,26.6,155,95,197,Snakehead
7.19,56.6,27.4,194,117,212,Snakehead
7.87,51.1,26.1,186,97,195,Bighead Carp
6.55,64.2,31.8,170,120,214,Snakehead
7.88,63.8,29.6,175,110,248,Catfish
7.13,60.3,30.3,164,118,246,Mrigal
6.61,57,29.9,193,104,247,Common Carp
7.72,51.4,26.9,179,113,205,Common Carp
6.98,61.9,29.6,160,110,215,Rohu
7.27,51.1,26.8,157,112,268,Catfish
6.66,51,28.4,154,120,236,Catfish
6.79,58.1,29.4,157,123,285,Rohu
7.1,52.4,29.4,154,117,229,Rohu
6.68,50.1,26.7,159,121,208,Snakehead
8.32,56.3,26.2,164,111,267,Catfish
6.51,52.1,30.8,187,92,233,Common Carp
7.47,52.4,30.4,199,98,288,Catfish
6.75,51.2,26.5,152,95,215,Pangasius
7.12,53.1,26.8,190,90,241,Silver Carp
8.35,60.7,31.4,159,111,226,Common Carp
6.82,62.1,30.6,156,93,266,Common Carp
8.43,56.8,32,173,97,236,Mrigal
6.91,57.6,27.5,175,126,261,Grass Carp
7.98,50.5,28.9,183,108,203,Snakehead
7.59,51,27.4,157,90,215,Silver Carp
8.27,53.9,29.7,188,113,236,Snakehead
7.61,58.2,26.7,154,106,283,Grass Carp
7.57,61.1,26.8,185,121,293,Common Carp
6.89,59.1,26.4,192,103,295,Rohu
6.83,55.9,30.2,175,106,202,Snakehead
8.33,51.8,29,159,121,289,Catfish
7.16,61.7,29.7,182,122,200,Grass Carp
7.24,55.5,31.3,185,119,191,Silver Carp
8.02,61,30.4,180,123,219,Tilapia
7.18,57.7,28.8,187,117,213,Rohu
8.4,61.1,31.9,199,113,271,Mrigal
7.98,63.6,28.7,174,103,212,Silver Carp
7.69,63.8,26.7,194,123,259,Tilapia
8.26,58,32,162,90,299,Grass Carp
6.6,57.7,26.1,150,111,264,Mrigal
7.01,54,29.3,185,122,196,Mrigal
7.43,64,27.9,185,107,236,Catfish
6.95,56.9,29,199,128,286,Bighead Carp
7.99,51.9,29.4,173,101,199,Snakehead
8.34,56.5,27.4,176,99,274,Tilapia
7.35,51.9,29.3,167,91,262,Snakehead
7.18,57.5,30.5,199,91,219,Mrigal
8.42,58.4,27.6,196,95,237,Mrigal
7.39,55.1,28.3,199,109,214,Pangasius
7.48,51.1,27.6,164,127,278,Tilapia
7.2,64.2,30.9,166,117,213,Bighead Carp
8.32,61.6,30.3,178,92,201,Snakehead
7.64,62.6,31.2,154,126,260,Rohu
8.02,55.5,27,160,126,223,Tilapia
8.12,61.4,26.4,165,114,192,Common Carp
7.18,57.3,26.7,183,112,195,Snakehead
7.37,53,27,166,102,248,Silver Carp
8.2,51.9,29.2,182,113,216,Catfish
7.23,55.2,31.8,199,92,272,Tilapia
8.09,52.1,28.1,198,127,261,Pangasius
8.38,65,31.8,180,117,225,Tilapia
7.75,50.7,26.2,167,115,250,Pangasius
7.98,56.6,31.6,174,109,292,Tilapia
8.11,56.8,27.1,154,116,289,Common Carp
8.19,54.5,31.5,179,90,271,Common Carp
7.29,58.6,26.3,194,99,260,Snakehead
6.6,52.2,31.7,172,99,254,Grass Carp
7.3,61.8,27.2,187,90,194,Common Carp
7.85,55,27.8,194,121,231,Mrigal
7.4,58.9,28.9,167,121,203,Mrigal
8,60.7,28.3,181,116,254,Rohu
7.21,63.3,30,179,102,201,Mrigal
7.77,62.5,31.8,178,106,272,Rohu
6.87,59.1,29.6,185,117,191,Silver Carp
8,55.8,30.3,158,114,203,Tilapia
7.59,57.5,26.5,172,125,256,Common Carp
6.91,61.5,29.8,152,91,288,Snakehead
7.08,63.2,28.7,171,121,266,Mrigal
8,51.6,31.3,189,121,256,Grass Carp
7.47,55.8,28.3,194,95,203,Common Carp
6.93,61.6,30.1,180,120,223,Common Carp
8.43,56.5,27.4,171,98,234,Pangasius
7.93,55,27.6,160,105,198,Silver Carp
8.41,56.2,28.3,191,114,199,Snakehead
7.35,59,27.8,192,129,197,Grass Carp
7.45,65,27.5,152,117,218,Silver Carp
8.3,57.4,26.3,163,106,250,Common Carp
7.55,53.1,31,195,120,243,Mrigal
7.91,52.4,26.4,168,112,228,Grass Carp
7,50.6,31.3,180,120,222,Silver Carp
7.39,58.4,26.8,185,115,212,Pangasius
6.75,58.2,26.4,181,93,261,Bighead Carp
6.91,53.1,29.4,175,128,229,Snakehead
6.5,60.4,29,150,104,291,Pangasius
6.58,61.1,28.9,151,126,212,Common Carp
8.45,53.9,29.4,155,127,248,Mrigal
6.98,55.2,27.7,194,112,239,Rohu
7.83,64.9,30,163,94,289,Silver Carp
8.18,55.6,29,177,114,253,Grass Carp
7.6,61.4,28,182,119,245,Tilapia
6.81,56.8,31,174,115,232,Grass Carp
7.96,61.9,30.4,189,92,273,Catfish
7.7,61.5,28.4,167,93,247,Grass Carp
7.96,60,31.1,195,107,201,Catfish
8.04,62.8,31.5,183,126,225,Grass Carp
8.45,64.1,29.2,161,100,262,Grass Carp
7.65,58.7,27.3,176,100,286,Rohu
7.18,53.6,31.5,173,125,195,Silver Carp
7.8,56,27.1,182,105,221,Bighead Carp
6.64,61.4,26.3,164,114,254,Tilapia
8.29,59.8,28,192,90,249,Common Carp
6.74,52.7,30.4,181,115,243,Snakehead
7.16,50.8,31.5,199,119,213,Tilapia
8.13,60.2,29.8,166,95,218,Snakehead
7.69,53.8,31.7,184,116,197,Tilapia
7.29,57.5,26.6,196,108,202,Catfish
7.45,61.2,26.4,194,127,252,Snakehead
8.21,58.4,29.6,184,108,214,Pangasius
7.18,51.2,31.8,162,128,218,Bighead Carp
8.24,52.8,29,158,121,248,Rohu
6.68,53.3,26.3,159,90,250,Silver Carp
8.05,53.9,27.3,150,114,277,Mrigal
8.2,58.5,27.5,183,102,280,Snakehead
6.86,57.6,28,195,99,215,Pangasius
7.36,53,26.3,186,107,273,Rohu
6.83,51,31.4,174,125,257,Catfish
7.91,52.6,29.1,171,111,211,Rohu
7.57,64.8,30,159,95,196,Pangasius
7.77,57,26.4,175,116,246,Silver Carp
6.89,63,26.3,168,97,251,Mrigal
6.92,62.7,29.5,189,113,207,Snakehead
6.58,57.7,31.3,194,109,199,Catfish
7.14,60.6,29.2,190,111,220,Catfish
7.62,52.9,31.3,199,98,215,Grass Carp
8.22,60.3,30.9,153,129,244,Bighead Carp
7.83,54.1,26.5,189,128,298,Silver Carp
7.37,62.5,27.2,154,108,279,Common Carp
8.41,51.3,29.9,178,90,214,Common Carp
7.94,61.6,28.7,187,100,241,Pangasius
8.36,51.5,27.7,154,99,207,Pangasius
7.56,63.2,28.5,150,90,213,Bighead Carp
7.02,54.6,28.7,177,116,297,Grass Carp
6.61,59.8,31.5,168,106,204,Catfish
7.95,57.3,26.6,185,106,197,Common Carp
6.74,55.5,27.7,150,128,232,Pangasius
7.11,59.7,29.2,178,91,278,Grass Carp
7.56,64.2,30.2,185,112,288,Tilapia
7.63,50.6,29.8,181,99,213,Grass Carp
7.7,63.8,31.6,163,119,299,Pangasius
6.83,59.1,30.8,181,124,293,Rohu
7.26,62.1,29.3,195,114,291,Tilapia
7.73,55.8,27.3,158,106,274,Catfish
8.44,57.1,28.7,168,108,254,Pangasius
7.96,63,30.2,160,107,215,Tilapia
8.35,56.2,31,197,107,263,Pangasius
8.02,58,31.8,153,124,215,Tilapia
7.68,50.3,29.6,190,99,255,Tilapia
6.88,52.4,29.2,174,112,229,Pangasius
7.83,59.6,26.1,166,111,203,Tilapia
7.75,60.8,26.4,196,98,222,Bighead Carp
7.7,58.7,26.9,157,121,246,Catfish
7.48,52.1,26.3,194,115,228,Bighead Carp
7.56,56.7,28.4,150,118,190,Silver Carp
7.17,55.3,28,151,108,283,Silver Carp
7.54,57.4,29.8,159,118,226,Snakehead
6.9,63.1,29.2,176,124,207,Mrigal
8.11,61.6,29.6,176,101,219,Tilapia
6.87,51.3,28.8,162,97,216,Bighead Carp
6.67,63.4,27.7,160,114,249,Tilapia
7.37,57.1,31.7,163,116,238,Silver Carp
7.82,61.2,26.5,181,95,219,Mrigal
7.38,52.1,31.6,165,102,234,Tilapia
7.05,60.1,27.9,178,100,289,Silver Carp
7.62,53.5,29.1,187,127,210,Rohu
7.19,56.6,26.7,183,95,243,Mrigal
8.37,50.3,26.4,175,94,205,Rohu
8.35,52.3,28.6,154,96,270,Mrigal
7.5,51.4,30.5,168,108,207,Catfish
7.16,53.6,27.6,188,95,223,Snakehead
7.97,51.5,29.4,177,114,210,Rohu
6.57,60.4,27.7,177,98,265,Tilapia
7.45,50.4,28.3,166,109,220,Tilapia
7.17,59.3,31.4,186,114,199,Grass Carp
8.34,52.1,31.1,193,97,294,Silver Carp
6.52,64.2,29.1,168,126,193,Rohu
7.61,64,27.4,176,127,204,Catfish
7.98,53.4,27.2,199,91,242,Tilapia
7.47,59.2,31.7,161,111,248,Rohu
6.67,50.4,27.2,152,125,244,Tilapia
8.44,64,30.8,153,93,251,Snakehead
7.54,57.8,28.2,196,90,231,Snakehead
7.73,50.6,31.9,196,122,294,Pangasius
6.97,55.1,28.2,160,113,217,Rohu
7.47,51.2,28.1,183,94,196,Grass Carp
7.36,55.9,29.8,167,124,200,Mrigal
6.65,60,31.8,184,115,218,Snakehead
6.71,57,31.9,167,115,223,Silver Carp
8.17,55.8,30.2,195,94,283,Silver Carp
6.98,51.8,30.5,155,107,280,Mrigal
6.89,53.7,29.4,183,114,214,Snakehead
7.51,51.5,30.5,182,129,245,Snakehead
8.04,62.1,31.2,157,127,291,Snakehead
6.62,52,28.9,191,110,229,Grass Carp
7.65,58.9,29.7,169,113,276,Mrigal
6.74,55.1,29.2,199,117,282,Snakehead
6.57,53.4,29.4,169,93,252,Silver Carp
6.61,59.6,31.3,192,97,239,Pangasius
8.17,56.9,28.1,167,122,200,Tilapia
6.74,56,27.2,176,92,249,Bighead Carp
6.59,58.9,28.7,197,109,253,Grass Carp
7.38,57.4,27.2,154,124,193,Tilapia
8.19,54.6,29,156,128,289,Common Carp
7.02,58.4,31.4,171,96,220,Snakehead
7.34,60,29.7,183,116,263,Grass Carp
6.58,50.4,31.1,192,94,243,Silver Carp
7.4,57,27,162,126,269,Common Carp
7.66,50.9,31.4,181,90,245,Common Carp
7.64,52.8,29.6,173,111,283,Bighead Carp
7.16,58.4,26.2,165,96,288,Bighead Carp
7.13,63,29.8,163,97,233,Common Carp
6.71,63.2,31.7,188,119,270,Snakehead
7.23,51,26.5,156,117,194,Bighead Carp
6.7,56.3,29.5,193,115,256,Silver Carp
8.03,58.7,31.5,161,123,269,Catfish
8.43,52.2,26.1,169,121,257,Bighead Carp
8.44,61.5,29.8,182,111,198,Pangasius
8.23,61.2,28.8,155,109,193,Pangasius
7.7,63.6,28.1,189,103,274,Bighead Carp
7.9,50.1,29.8,176,112,263,Tilapia
7.07,53.3,26.3,162,92,284,Catfish
7.76,62.4,30.5,154,108,270,Rohu
7.41,60.1,26,173,103,205,Tilapia
7.46,63.4,27.8,159,129,292,Grass Carp
8.02,50.9,29,195,128,259,Catfish
7.06,59,28.3,181,126,283,Rohu
7.14,58.5,27.8,158,124,204,Mrigal
8.35,50.5,31,198,90,296,Grass Carp
6.61,57.7,31.6,184,108,241,Bighead Carp
7.47,59.1,31.2,193,104,220,Pangasius
8.33,52.9,29.1,161,114,283,Tilapia
7.72,54.1,31.3,160,90,290,Pangasius
7.59,59.6,31.5,185,120,269,Common Carp
7,57,28.5,157,126,233,Grass Carp
7.19,62.9,27.7,159,111,225,Mrigal
8.2,55.1,26.6,163,109,191,Snakehead
7.62,54,28.9,179,94,217,Rohu
7.53,64.8,31.7,150,104,229,Common Carp
6.7,63.7,29.4,161,91,252,Common Carp
6.53,50.4,30,154,101,252,Grass Carp
8.43,61.6,26.7,163,96,206,Tilapia
7.25,51.7,26.9,185,91,294,Snakehead
7.71,50.4,28.8,166,97,227,Snakehead
6.66,54.1,31.7,171,98,225,Pangasius
7.87,54,28.2,180,116,221,Snakehead
8.37,62.3,31.3,175,117,243,Common Carp
7.65,60.7,26.7,162,126,248,Rohu
6.75,64.7,29.7,152,104,214,Silver Carp
7.66,60.7,29.6,192,108,266,Mrigal
8.03,56.3,31.2,160,119,203,Common Carp
7.31,60.5,26,154,102,233,Catfish
8.26,65,27.1,187,95,214,Grass Carp
7.8,60.7,27.3,153,119,224,Common Carp
8.3,61.4,31.7,181,90,282,Bighead Carp
7.75,64.1,26.9,159,127,268,Common Carp
6.76,51.7,26.2,159,114,268,Mrigal
7.12,60.6,29.2,193,124,236,Snakehead
6.9,62.8,29.2,167,115,236,Bighead Carp
8.32,64.3,31.1,196,102,293,Tilapia
8.02,53.2,31.7,172,108,206,Rohu
7.85,57.6,29.2,167,99,278,Pangasius
7.1,60.2,31.6,184,96,212,Mrigal
6.87,53.7,30.4,152,104,299,Common Carp
8.01,59,27.6,150,112,285,Pangasius
7.45,53.9,31.6,166,125,284,Grass Carp
6.95,55,30,191,120,276,Mrigal
7.73,56.6,28.5,155,97,291,Snakehead
6.58,57.9,30.1,160,119,206,Grass Carp
7.15,56.7,28.4,163,123,218,Pangasius
7.44,57.4,26.7,198,122,191,Rohu
6.8,54.5,30.3,177,90,200,Common Carp
8.47,52.4,30.9,188,105,205,Pangasius
6.92,50.7,30.4,185,100,240,Common Carp
6.76,52.9,27.4,160,116,270,Silver Carp
6.91,58.7,31.7,190,111,210,Silver Carp
8.04,61.8,26.2,189,129,210,Catfish
7.35,52.5,28,153,108,195,Pangasius
7.63,51.6,27.6,197,95,235,Tilapia
6.54,61.2,26.3,155,129,298,Common Carp
6.57,54.6,28.4,187,128,212,Rohu
7.39,64.3,29.7,168,109,247,Catfish
8.13,60.7,31.3,180,92,246,Common Carp
8.27,54.9,31.9,151,90,250,Bighead Carp
6.67,54.3,30.8,192,112,285,Tilapia
7.58,57.9,28.8,174,127,228,Pangasius
8.33,51.2,30.3,199,92,234,Mrigal
7.28,51.8,31.1,190,123,291,Catfish
8.16,52.6,28.8,197,106,218,Silver Carp
6.77,61.6,30.7,160,116,220,Grass Carp
8.37,57.7,28.9,195,128,278,Snakehead
8,50.2,28.3,189,112,191,Rohu
8.38,60.1,29.2,194,127,275,Snakehead
7.85,56.4,30.1,191,100,226,Mrigal
7.23,57.7,30.4,193,104,233,Catfish
8.38,53.2,28.1,170,115,268,Tilapia
7.05,58.3,29.4,152,100,259,Tilapia
7.16,64.7,31.5,151,96,252,Snakehead
7.9,51.1,31.9,160,97,286,Silver Carp
8.03,54.3,27.4,173,94,264,Bighead Carp
8.36,53.6,27.2,199,106,242,Grass Carp
6.91,53.7,30.1,173,112,265,Common Carp
8.1,55.7,28.5,170,91,277,Catfish
7.98,62.3,26.1,174,116,192,Rohu
6.63,63.7,28.1,153,110,283,Snakehead
7.27,53,30.8,189,96,208,Bighead Carp
7.07,58.1,30.8,192,127,234,Silver Carp
7.11,59.6,29,196,115,250,Pangasius
8.47,57.8,28.8,172,119,296,Rohu
7.79,56.5,29.5,173,101,244,Pangasius
7.94,52.9,27.3,170,100,260,Snakehead
8.45,57.3,29.2,151,106,265,Mrigal
7.25,56,26.1,172,99,218,Snakehead
8.1,61.9,28.9,164,105,237,Tilapia
7.37,61.5,28,175,104,261,Snakehead
8.24,52,30,175,104,252,Mrigal
6.86,51.3,29.8,177,109,210,Mrigal
8.4,63.6,28.3,175,93,246,Common Carp
6.94,58,26,194,121,202,Grass Carp
7.15,62.9,27.5,151,111,216,Tilapia
8.01,50.9,29.8,184,124,257,Snakehead
7.29,57.9,26.4,181,103,285,Catfish
7.72,58.1,26.6,179,119,277,Snakehead
7.39,62.9,29.9,195,120,253,Rohu
7.98,51.5,30.5,169,99,294,Silver Carp
6.96,53.6,27.9,162,95,198,Rohu
6.62,56.1,28.9,176,116,263,Mrigal
7.1,63,31.7,172,100,264,Pangasius
7.45,64.1,31.7,165,125,286,Rohu
6.84,64.9,27.8,180,99,196,Catfish
7.21,64.4,30.9,161,105,200,Rohu
7.3,50.1,29.6,182,113,298,Catfish
6.61,50.7,31.9,187,110,217,Rohu
7.67,52.2,28.9,194,129,291,Bighead Carp
8.27,55.2,30.6,181,125,283,Tilapia
6.8,62.4,30.6,151,112,261,Rohu
7.7,63.4,29,199,110,216,Common Carp
7.83,52.8,30.8,198,121,211,Catfish
7.34,59.3,27.6,172,106,231,Rohu
7.9,63.8,26.7,181,106,221,Pangasius
7.32,57,28.6,164,110,203,Catfish
7.51,51.6,31.7,189,93,215,Tilapia
6.51,56.9,29,190,112,297,Snakehead
7.88,55.6,29.8,189,114,244,Catfish
7.82,58.7,29.7,157,121,264,Grass Carp
6.58,56.6,26.8,192,95,260,Silver Carp
7.24,50.3,28.3,199,103,244,Tilapia
8.46,64.9,30.2,198,127,234,Grass Carp
7.34,58.2,31.8,171,127,219,Silver Carp
7.5,57.1,27,187,105,255,Grass Carp
8.32,64.3,28.5,183,121,288,Catfish
7.93,52.3,26.6,150,105,215,Tilapia
7.66,52.8,27.5,159,108,278,Grass Carp
8.1,62.1,28.3,189,126,190,Catfish
8.23,53.9,29.2,165,110,282,Snakehead
7.41,62,27.4,173,104,213,Bighead Carp
7.45,54.1,27.4,195,115,244,Grass Carp
7.27,50.5,30.7,173,119,291,Rohu
8.43,57.8,31.8,197,129,254,Common Carp
7.89,53,27.9,163,104,214,Rohu
6.67,61.4,30.1,175,102,287,Snakehead
8.23,59.6,27.5,188,116,231,Mrigal
7.46,63.9,31.6,167,112,233,Silver Carp
6.64,61.7,30,169,123,258,Grass Carp
7.6,52.7,30.8,190,123,294,Tilapia
7.33,62,26.3,185,112,201,Silver Carp
8.26,59.6,29.6,173,109,197,Bighead Carp
6.91,60,29.2,175,98,295,Mrigal
8.15,62.5,27.8,178,109,252,Grass Carp
7.62,58.6,27.6,197,128,267,Bighead Carp
6.61,57,29.5,171,103,209,Common Carp
8.44,59.5,30.2,160,115,229,Catfish
7.53,54.5,26.2,190,116,262,Common Carp
7.08,52.7,29.4,198,123,194,Grass Carp
7.44,59.2,27,160,118,190,Silver Carp
8.22,53.5,26.8,152,121,200,Tilapia
7.11,51.2,29.7,170,94,193,Grass Carp
6.89,50,27.9,160,93,227,Catfish
6.76,59.1,28.6,157,112,206,Bighead Carp
7.1,55.4,28.2,180,110,257,Mrigal
8.06,61.3,29.9,159,122,221,Rohu
7.44,55.6,28.8,155,113,194,Common Carp
6.95,57.3,31.8,166,105,211,Common Carp
6.83,56.1,28.1,187,121,267,Pangasius
7.17,59.8,30.4,156,108,274,Rohu
8.38,55.3,27.5,181,115,271,Bighead Carp
7.19,64.5,29.1,162,92,256,Bighead Carp
8.48,64,29.3,155,124,200,Pangasius
7.47,62.7,28,152,128,292,Rohu
6.86,63.8,28.8,176,107,289,Grass Carp
8.28,56.7,27.7,194,96,280,Silver Carp
7.42,58,26,191,121,291,Bighead Carp
7.92,61.1,27.3,175,113,214,Rohu
8.47,60.4,30.2,153,105,231,Bighead Carp
6.6,63.4,30.6,186,113,292,Silver Carp
6.69,60.7,27.7,170,93,224,Pangasius
7.94,65,28.4,177,121,268,Catfish
7.06,55.2,26.2,167,123,248,Catfish
6.87,62.5,27.4,181,108,237,Catfish
6.58,60.5,30.7,188,103,274,Common Carp
6.54,60.4,29.6,182,127,192,Pangasius
8.05,54.9,27.2,175,102,213,Common Carp
